pFactor,iFactor,dFactor,delay,latency,iLength,dLength,median
0.42,0.34,0.3,0,1,2,2,0.6547752224038135
0.42,0.35,0.13,0,1,2,2,0.7092600235450988
0.42,0.35,0.16,0,1,2,2,0.46254717724045236
0.42,0.35,0.17,0,1,2,2,0.11430500508004116
0.42,0.35,0.19,0,1,2,2,0.22089501943709422
0.42,0.35,0.2,0,1,2,2,0.9148033893676768
0.42,0.36,0.1,0,1,2,2,0.5863486412873726
0.42,0.36,0.13,0,1,2,2,0.6450997367678042
0.42,0.36,0.14,0,1,2,2,0.0652624116651026
0.42,0.37,0.07,0,1,2,2,0.9388722251933928
0.42,0.37,0.1,0,1,2,2,0.9320582387925072
0.42,0.37,0.11,0,1,2,2,0.05326019924999059
0.42,0.37,0.15,0,1,2,2,0.8995373735850904
0.42,0.38,0.08,0,1,2,2,0.5338699367309232
0.42,0.38,0.12,0,1,2,2,0.647577304741759
0.42,0.38,0.18,0,1,2,2,0.45545855300539984
0.42,0.39,0.08,0,1,2,2,0.10999955781042559
0.42,0.39,0.13,0,1,2,2,0.2603310592443506
0.42,0.4,0.0,0,1,2,2,0.41456499201709107
0.42,0.41,0.0,0,1,2,2,0.5282276491324325
0.42,0.42,0.0,0,1,2,2,0.00044301354805043047
0.42,0.42,0.02,0,1,2,2,0.5119734504597204
0.42,0.44,0.03,0,1,2,2,0.5508924869182152
0.43,0.26,0.48,0,1,2,2,0.7892839263072915
0.43,0.26,0.49,0,1,2,2,0.6785505885504932
0.43,0.26,0.5,0,1,2,2,0.25710892555181886
0.43,0.27,0.42,0,1,2,2,0.9843046867921714
0.43,0.27,0.46,0,1,2,2,0.9700815338856614
0.43,0.27,0.47,0,1,2,2,0.5312146711425498
0.43,0.27,0.49,0,1,2,2,0.5546844772734687
0.43,0.28,0.43,0,1,2,2,0.7335407321724716
0.43,0.28,0.45,0,1,2,2,0.6345144920503003
0.43,0.28,0.47,0,1,2,2,0.1577297864475895
0.43,0.28,0.48,0,1,2,2,0.8557062918011127
0.43,0.29,0.44,0,1,2,2,0.8742665063602999
0.43,0.29,0.46,0,1,2,2,0.8811497228931273
0.43,0.29,0.49,0,1,2,2,0.6222697073769865
0.43,0.31,0.27,0,1,2,2,0.7877592218560068
0.43,0.31,0.3,0,1,2,2,0.9087296649909433
0.43,0.31,0.31,0,1,2,2,0.9109089285855987
0.43,0.32,0.22,0,1,2,2,0.940083217940284
0.43,0.32,0.23,0,1,2,2,0.7636833363888798
0.43,0.32,0.24,0,1,2,2,0.46770436419383543
0.43,0.32,0.25,0,1,2,2,0.40220757719923483
0.43,0.32,0.26,0,1,2,2,0.5994045037224538
0.43,0.32,0.27,0,1,2,2,0.42779449895424193
0.43,0.32,0.28,0,1,2,2,0.18841362184650734
0.43,0.32,0.29,0,1,2,2,0.37432774381186107
0.43,0.32,0.31,0,1,2,2,0.2296036533915924
0.43,0.32,0.32,0,1,2,2,0.280491482285953
0.43,0.33,0.19,0,1,2,2,0.8885875034282549
0.43,0.33,0.2,0,1,2,2,0.6555786902487313
0.43,0.33,0.22,0,1,2,2,0.4912367747133288
0.43,0.33,0.23,0,1,2,2,0.15099529834934344
0.43,0.33,0.24,0,1,2,2,0.17429255297838608
0.43,0.33,0.26,0,1,2,2,0.894065115417618
0.43,0.33,0.27,0,1,2,2,0.7238631208755066
0.43,0.33,0.28,0,1,2,2,0.9968634949923967
0.43,0.34,0.13,0,1,2,2,0.9760805856242882
0.43,0.34,0.16,0,1,2,2,0.8585978283071256
0.43,0.34,0.17,0,1,2,2,0.7840461562179257
0.43,0.34,0.2,0,1,2,2,0.006070571778465705
0.43,0.34,0.21,0,1,2,2,0.28256683509439995
0.43,0.35,0.14,0,1,2,2,0.6567230854970774
0.43,0.35,0.17,0,1,2,2,0.5142588502020544
0.43,0.35,0.18,0,1,2,2,0.5759323432135659
0.43,0.35,0.2,0,1,2,2,0.9597407475957453
0.43,0.36,0.11,0,1,2,2,0.9321514962459503
0.43,0.36,0.14,0,1,2,2,0.27511585215444256
0.43,0.36,0.15,0,1,2,2,0.5746728006539286
0.43,0.36,0.24,0,1,2,2,0.6030939319730351
0.43,0.37,0.11,0,1,2,2,0.3078686995312978
0.43,0.37,0.18,0,1,2,2,0.11801318968535668
0.43,0.37,0.24,0,1,2,2,0.23239359885567978
0.43,0.38,0.03,0,1,2,2,0.7294013737296154
0.43,0.39,0.0,0,1,2,2,0.92776845182334
0.43,0.39,0.01,0,1,2,2,0.9442429774882157
0.43,0.39,0.03,0,1,2,2,0.3214945401616376
0.43,0.4,0.0,0,1,2,2,0.471976681279628
0.43,0.4,0.01,0,1,2,2,0.26494605967165796
0.43,0.4,0.02,0,1,2,2,0.5897703930228033
0.43,0.4,0.03,0,1,2,2,0.5560794476848514
0.43,0.41,0.0,0,1,2,2,0.06549668809415721
0.43,0.41,0.01,0,1,2,2,0.7629959841463574
0.43,0.42,0.0,0,1,2,2,0.4113920809346041
0.43,0.42,0.06,0,1,2,2,0.37971028365997483
0.43,0.43,0.07,0,1,2,2,0.0943030369797242
0.44,0.26,0.46,0,1,2,2,0.9748805585238074
0.44,0.26,0.5,0,1,2,2,0.9292525539722192
0.44,0.27,0.47,0,1,2,2,0.3638821178213334
0.44,0.27,0.49,0,1,2,2,0.8454040689330498
0.44,0.28,0.5,0,1,2,2,0.9303646583175578
0.44,0.3,0.27,0,1,2,2,0.9117722744291399
0.44,0.3,0.28,0,1,2,2,0.9764205369251755
0.44,0.3,0.29,0,1,2,2,0.9586145622315172
0.44,0.3,0.3,0,1,2,2,0.748974248479584
0.44,0.3,0.31,0,1,2,2,0.3983952966976858
0.44,0.3,0.32,0,1,2,2,0.853313542730092
0.44,0.3,0.34,0,1,2,2,0.906082284479055
0.44,0.3,0.35,0,1,2,2,0.8991928868342711
0.44,0.31,0.23,0,1,2,2,0.9717703135787445
0.44,0.31,0.25,0,1,2,2,0.9170563498289539
0.44,0.31,0.26,0,1,2,2,0.7193251739598452
0.44,0.31,0.27,0,1,2,2,0.5006147547666728
0.44,0.31,0.28,0,1,2,2,0.22217903623842972
0.44,0.31,0.29,0,1,2,2,0.47487086734543027
0.44,0.31,0.3,0,1,2,2,0.25981429178418125
0.44,0.31,0.31,0,1,2,2,0.36363807722641184
0.44,0.31,0.33,0,1,2,2,0.02984146451763081
0.44,0.31,0.35,0,1,2,2,0.0861885420409294
0.44,0.31,0.36,0,1,2,2,0.023073247538917485
0.44,0.32,0.23,0,1,2,2,0.6347556323644028
0.44,0.32,0.24,0,1,2,2,0.6694294449861218
0.44,0.32,0.26,0,1,2,2,0.01160279817682408
0.44,0.32,0.27,0,1,2,2,0.4011950251001224
0.44,0.32,0.28,0,1,2,2,0.7955471540672505
0.44,0.33,0.17,0,1,2,2,0.9943030125932069
0.44,0.33,0.2,0,1,2,2,0.27852222261890347
0.44,0.33,0.23,0,1,2,2,0.7254286489148143
0.44,0.33,0.24,0,1,2,2,0.6361322947301176
0.44,0.33,0.25,0,1,2,2,0.4219687918139243
0.44,0.33,0.26,0,1,2,2,0.9908330021757195
0.44,0.34,0.17,0,1,2,2,0.3840273583182494
0.44,0.35,0.14,0,1,2,2,0.7021084425613253
0.44,0.35,0.21,0,1,2,2,0.5971521487991538
0.44,0.36,0.06,0,1,2,2,0.9799455411543363
0.44,0.36,0.15,0,1,2,2,0.4715803283779252
0.44,0.36,0.18,0,1,2,2,0.040894715130292525
0.44,0.37,0.06,0,1,2,2,0.7675942506162698
0.44,0.37,0.26,0,1,2,2,0.248407827000392
0.44,0.38,0.03,0,1,2,2,0.7775258519413484
0.44,0.38,0.04,0,1,2,2,0.7393967269240136
0.44,0.38,0.05,0,1,2,2,0.781845158953729
0.44,0.38,0.06,0,1,2,2,0.8711838013133644
0.44,0.38,0.07,0,1,2,2,0.49621880704049204
0.44,0.39,0.01,0,1,2,2,0.965630947544156
0.44,0.39,0.02,0,1,2,2,0.7767273748661125
0.44,0.39,0.03,0,1,2,2,0.5352241379260647
0.44,0.39,0.04,0,1,2,2,0.20439477137489348
0.44,0.39,0.05,0,1,2,2,0.3909767706700933
0.44,0.4,0.01,0,1,2,2,0.7791883480507806
0.44,0.4,0.02,0,1,2,2,0.40496706399129323
0.44,0.4,0.03,0,1,2,2,0.6955862190212372
0.44,0.4,0.04,0,1,2,2,0.8549993925738448
0.44,0.4,0.07,0,1,2,2,0.9365946439892809
0.44,0.4,0.09,0,1,2,2,0.11635970967100207
0.44,0.41,0.01,0,1,2,2,0.46688711381773373
0.44,0.41,0.02,0,1,2,2,0.28902275294393576
0.44,0.42,0.01,0,1,2,2,0.30847729340862884
0.44,0.43,0.0,0,1,2,2,0.1394737962580166
0.45,0.28,0.34,0,1,2,2,0.8960504139902667
0.45,0.29,0.3,0,1,2,2,0.8835593253864715
0.45,0.29,0.31,0,1,2,2,0.8152202044490195
0.45,0.29,0.32,0,1,2,2,0.9088146039333225
0.45,0.29,0.33,0,1,2,2,0.8042934597419276
0.45,0.29,0.34,0,1,2,2,0.44935274481090914
0.45,0.29,0.35,0,1,2,2,0.14254941497399898
0.45,0.29,0.36,0,1,2,2,0.7025398882486229
0.45,0.29,0.38,0,1,2,2,0.6955744336140413
0.45,0.29,0.39,0,1,2,2,0.7326197440233386
0.45,0.3,0.26,0,1,2,2,0.9628973591063215
0.45,0.3,0.29,0,1,2,2,0.6626443567823515
0.45,0.3,0.3,0,1,2,2,0.4072596510139306
0.45,0.3,0.31,0,1,2,2,0.1490828022675288
0.45,0.3,0.32,0,1,2,2,0.40825576208234793
0.45,0.3,0.33,0,1,2,2,0.0528346659859551
0.45,0.3,0.34,0,1,2,2,0.16139885059371295
0.45,0.3,0.37,0,1,2,2,0.5134887722346235
0.45,0.3,0.38,0,1,2,2,0.5462116198378624
0.45,0.3,0.39,0,1,2,2,0.47005583200402157
0.45,0.3,0.4,0,1,2,2,0.2615711757075303
0.45,0.31,0.23,0,1,2,2,0.7458830782005492
0.45,0.31,0.26,0,1,2,2,0.8451531943042312
0.45,0.31,0.27,0,1,2,2,0.2819615512661642
0.45,0.31,0.29,0,1,2,2,0.8149448798619119
0.45,0.31,0.3,0,1,2,2,0.6966636213943502
0.45,0.32,0.2,0,1,2,2,0.8078108107150825
0.45,0.32,0.24,0,1,2,2,0.38434738499299215
0.45,0.32,0.27,0,1,2,2,0.9825416585752293
0.45,0.33,0.17,0,1,2,2,0.9768982962749249
0.45,0.33,0.21,0,1,2,2,0.6519065100168575
0.45,0.33,0.24,0,1,2,2,0.2280977450527928
0.45,0.33,0.3,0,1,2,2,0.6942834298758953
0.45,0.34,0.18,0,1,2,2,0.2985208146736795
0.45,0.34,0.21,0,1,2,2,0.1591700558962259
0.45,0.34,0.31,0,1,2,2,0.35935775699660155
0.45,0.35,0.19,0,1,2,2,0.4327083165278509
0.45,0.35,0.27,0,1,2,2,0.4219680475235208
0.45,0.36,0.06,0,1,2,2,0.967084921672523
0.45,0.36,0.07,0,1,2,2,0.9921797329955382
0.45,0.36,0.1,0,1,2,2,0.36932626250583667
0.45,0.37,0.02,0,1,2,2,0.8871741031479417
0.45,0.37,0.05,0,1,2,2,0.9745336629943182
0.45,0.37,0.06,0,1,2,2,0.854766673562608
0.45,0.37,0.07,0,1,2,2,0.7021930878502758
0.45,0.37,0.08,0,1,2,2,0.32430927238942786
0.45,0.37,0.1,0,1,2,2,0.009157140006010422
0.45,0.37,0.11,0,1,2,2,0.5552795964544543
0.45,0.38,0.02,0,1,2,2,0.7266143918121486
0.45,0.38,0.04,0,1,2,2,0.9796435303977518
0.45,0.38,0.05,0,1,2,2,0.7999144590609291
0.45,0.38,0.06,0,1,2,2,0.9261288202599758
0.45,0.38,0.07,0,1,2,2,0.04070725600649894
0.45,0.38,0.08,0,1,2,2,0.5255123359804657
0.45,0.38,0.09,0,1,2,2,0.34970595050933184
0.45,0.38,0.1,0,1,2,2,0.48817610576338666
0.45,0.38,0.12,0,1,2,2,0.5411907238736546
0.45,0.39,0.0,0,1,2,2,0.9297141453598528
0.45,0.39,0.03,0,1,2,2,0.944430938009134
0.45,0.39,0.04,0,1,2,2,0.8173478377985077
0.45,0.39,0.05,0,1,2,2,0.3779522487984508
0.45,0.39,0.06,0,1,2,2,0.22917340839646272
0.45,0.39,0.11,0,1,2,2,0.5205510749538718
0.45,0.4,0.0,0,1,2,2,0.4247168746380794
0.45,0.4,0.04,0,1,2,2,0.6790279886142656
0.45,0.4,0.05,0,1,2,2,0.28561641477737965
0.45,0.4,0.07,0,1,2,2,0.7322714225820448
0.45,0.41,0.0,0,1,2,2,0.9521169523609672
0.45,0.41,0.01,0,1,2,2,0.5815861547896759
0.45,0.41,0.03,0,1,2,2,0.5206229758505998
0.45,0.42,0.05,0,1,2,2,0.858168051815511
0.45,0.47,0.0,0,1,2,2,0.8189317629605739
0.46,0.27,0.37,0,1,2,2,0.9389721884755602
0.46,0.27,0.38,0,1,2,2,0.9633953568365712
0.46,0.27,0.4,0,1,2,2,0.9970945363963466
0.46,0.28,0.33,0,1,2,2,0.8504933686270562
0.46,0.28,0.34,0,1,2,2,0.5940572655331096
0.46,0.28,0.35,0,1,2,2,0.44843201360694707
0.46,0.28,0.36,0,1,2,2,0.7080080877707076
0.46,0.28,0.37,0,1,2,2,0.5514040585001112
0.46,0.28,0.38,0,1,2,2,0.09488855932737295
0.46,0.28,0.39,0,1,2,2,0.5136796368564092
0.46,0.28,0.4,0,1,2,2,0.5923184006760067
0.46,0.28,0.41,0,1,2,2,0.3943347161769566
0.46,0.28,0.42,0,1,2,2,0.4555590118982735
0.46,0.29,0.3,0,1,2,2,0.7730191108281019
0.46,0.29,0.32,0,1,2,2,0.8776130704604839
0.46,0.29,0.33,0,1,2,2,0.30645551653205416
0.46,0.29,0.34,0,1,2,2,0.01599037301377848
0.46,0.29,0.37,0,1,2,2,0.502182767509538
0.46,0.29,0.38,0,1,2,2,0.7573773700055995
0.46,0.29,0.41,0,1,2,2,0.6412622674808404
0.46,0.29,0.43,0,1,2,2,0.7725660275316102
0.46,0.3,0.27,0,1,2,2,0.49449196036722753
0.46,0.3,0.3,0,1,2,2,0.1767853825149075
0.46,0.3,0.31,0,1,2,2,0.17752129092892233
0.46,0.31,0.24,0,1,2,2,0.321866962368631
0.46,0.31,0.27,0,1,2,2,0.2799711724440357
0.46,0.31,0.28,0,1,2,2,0.11692256214138297
0.46,0.31,0.33,0,1,2,2,0.8107269585889014
0.46,0.32,0.21,0,1,2,2,0.743172003850475
0.46,0.32,0.24,0,1,2,2,0.5441519437679005
0.46,0.32,0.25,0,1,2,2,0.36418057103469437
0.46,0.32,0.29,0,1,2,2,0.18497475779346928
0.46,0.32,0.31,0,1,2,2,0.5875934667523666
0.46,0.33,0.22,0,1,2,2,0.42758412152871017
0.46,0.33,0.26,0,1,2,2,0.07954008868991025
0.46,0.34,0.13,0,1,2,2,0.8818839671851606
0.46,0.35,0.1,0,1,2,2,0.9594398529665966
0.46,0.35,0.11,0,1,2,2,0.7493405637560784
0.46,0.35,0.13,0,1,2,2,0.7399782634497001
0.46,0.35,0.14,0,1,2,2,0.03992033726480315
0.46,0.36,0.08,0,1,2,2,0.999832368823462
0.46,0.36,0.1,0,1,2,2,0.4535697432533823
0.46,0.36,0.11,0,1,2,2,0.31583647353382105
0.46,0.36,0.12,0,1,2,2,0.4492214499513949
0.46,0.36,0.15,0,1,2,2,0.8212048784326527
0.46,0.36,0.23,0,1,2,2,0.7601170252893326
0.46,0.37,0.06,0,1,2,2,0.29771175573625897
0.46,0.37,0.08,0,1,2,2,0.7397671757844506
0.46,0.37,0.09,0,1,2,2,0.40429478173533084
0.46,0.37,0.1,0,1,2,2,0.058212513187555714
0.46,0.37,0.11,0,1,2,2,0.7360605715486201
0.46,0.37,0.14,0,1,2,2,0.18647708195221924
0.46,0.38,0.02,0,1,2,2,0.6570846504605754
0.46,0.38,0.03,0,1,2,2,0.9253954270042755
0.46,0.38,0.04,0,1,2,2,0.9573915358509737
0.46,0.38,0.06,0,1,2,2,0.07051639994816128
0.46,0.38,0.07,0,1,2,2,0.8841653157696072
0.46,0.38,0.08,0,1,2,2,0.4096388644113631
0.46,0.38,0.09,0,1,2,2,0.32794594793935516
0.46,0.38,0.1,0,1,2,2,0.1743678106081603
0.46,0.38,0.16,0,1,2,2,0.567083691898361
0.46,0.39,0.02,0,1,2,2,0.7753690191498208
0.46,0.39,0.03,0,1,2,2,0.5397504126007959
0.46,0.39,0.04,0,1,2,2,0.23589738986549946
0.46,0.39,0.06,0,1,2,2,0.8002297854604308
0.46,0.39,0.08,0,1,2,2,0.14041573348426084
0.46,0.4,0.0,0,1,2,2,0.9681008196177743
0.46,0.4,0.01,0,1,2,2,0.43679590416888914
0.46,0.4,0.08,0,1,2,2,0.7163868029755633
0.46,0.41,0.0,0,1,2,2,0.1395805592399313
0.46,0.41,0.01,0,1,2,2,0.12077063360780471
0.47,0.26,0.37,0,1,2,2,0.9619191803214164
0.47,0.26,0.38,0,1,2,2,0.9207700488763066
0.47,0.26,0.4,0,1,2,2,0.9313324129411455
0.47,0.26,0.41,0,1,2,2,0.6967359518158958
0.47,0.26,0.42,0,1,2,2,0.9396162778655821
0.47,0.26,0.45,0,1,2,2,0.9077749890021067
0.47,0.27,0.36,0,1,2,2,0.8098413175002435
0.47,0.27,0.37,0,1,2,2,0.6146340997333937
0.47,0.27,0.38,0,1,2,2,0.06492540531877466
0.47,0.27,0.39,0,1,2,2,0.22185377281999763
0.47,0.27,0.4,0,1,2,2,0.39507736151865913
0.47,0.27,0.41,0,1,2,2,0.014360676698970565
0.47,0.27,0.42,0,1,2,2,0.9983798526386778
0.47,0.27,0.43,0,1,2,2,0.14656666135596197
0.47,0.27,0.45,0,1,2,2,0.14987246153606293
0.47,0.27,0.46,0,1,2,2,0.2334004835601604
0.47,0.28,0.3,0,1,2,2,0.921271955270285
0.47,0.28,0.33,0,1,2,2,0.7566177767612885
0.47,0.28,0.34,0,1,2,2,0.5074947862490262
0.47,0.28,0.36,0,1,2,2,0.15865094922705225
0.47,0.28,0.37,0,1,2,2,0.22559579787687767
0.47,0.28,0.38,0,1,2,2,0.5923874476598883
0.47,0.28,0.4,0,1,2,2,0.9382491266453741
0.47,0.29,0.27,0,1,2,2,0.8407942563557924
0.47,0.29,0.3,0,1,2,2,0.6972016617938266
0.47,0.29,0.31,0,1,2,2,0.6747833457780672
0.47,0.29,0.34,0,1,2,2,0.41624293516625244
0.47,0.29,0.35,0,1,2,2,0.35756961120837616
0.47,0.29,0.36,0,1,2,2,0.8661738224057132
0.47,0.29,0.46,0,1,2,2,0.7464890038607592
0.47,0.3,0.27,0,1,2,2,0.8760397690815864
0.47,0.3,0.28,0,1,2,2,0.4499795171384875
0.47,0.3,0.32,0,1,2,2,0.9540354606187691
0.47,0.3,0.34,0,1,2,2,0.6554049940504569
0.47,0.3,0.36,0,1,2,2,0.36596245925335325
0.47,0.3,0.37,0,1,2,2,0.5803329362474585
0.47,0.31,0.25,0,1,2,2,0.807101011022425
0.47,0.31,0.29,0,1,2,2,0.8244182949757715
0.47,0.32,0.25,0,1,2,2,0.48217406675928487
0.47,0.33,0.14,0,1,2,2,0.9677414725695712
0.47,0.33,0.17,0,1,2,2,0.5691683656187365
0.47,0.34,0.13,0,1,2,2,0.9344296730355097
0.47,0.34,0.14,0,1,2,2,0.7564956931052365
0.47,0.34,0.15,0,1,2,2,0.8674425603588247
0.47,0.34,0.17,0,1,2,2,0.20182938596106226
0.47,0.34,0.18,0,1,2,2,0.9848559984104668
0.47,0.35,0.09,0,1,2,2,0.5013733362394248
0.47,0.35,0.11,0,1,2,2,0.9378997592326925
0.47,0.35,0.12,0,1,2,2,0.7547424518466244
0.47,0.35,0.13,0,1,2,2,0.6018182703943182
0.47,0.35,0.14,0,1,2,2,0.08270220327341349
0.47,0.35,0.15,0,1,2,2,0.38856797266757326
0.47,0.35,0.17,0,1,2,2,0.6209899920905997
0.47,0.36,0.05,0,1,2,2,0.9006201776627165
0.47,0.36,0.07,0,1,2,2,0.996895858666079
0.47,0.36,0.1,0,1,2,2,0.6696721742169274
0.47,0.36,0.11,0,1,2,2,0.7680800712455493
0.47,0.36,0.12,0,1,2,2,0.4059464856352406
0.47,0.36,0.13,0,1,2,2,0.7285073369886845
0.47,0.36,0.14,0,1,2,2,0.9547404323655542
0.47,0.36,0.19,0,1,2,2,0.3066711082345819
0.47,0.37,0.01,0,1,2,2,0.9405607728306791
0.47,0.37,0.06,0,1,2,2,0.6192826303372101
0.47,0.37,0.07,0,1,2,2,0.6252640471280131
0.47,0.37,0.09,0,1,2,2,0.9998301031883727
0.47,0.37,0.11,0,1,2,2,0.4906170005885855
0.47,0.37,0.12,0,1,2,2,0.2096051735207709
0.47,0.37,0.25,0,1,2,2,0.011135389523730055
0.47,0.38,0.01,0,1,2,2,0.7335460163801315
0.47,0.38,0.04,0,1,2,2,0.7535069503870062
0.47,0.38,0.06,0,1,2,2,0.2470095237985106
0.47,0.38,0.07,0,1,2,2,0.02115272062255258
0.47,0.38,0.08,0,1,2,2,0.5519627380764973
0.47,0.38,0.11,0,1,2,2,0.02960660175969565
0.47,0.39,0.0,0,1,2,2,0.2775331687953724
0.47,0.39,0.02,0,1,2,2,0.12523469847261026
0.47,0.39,0.03,0,1,2,2,0.4763125932086041
0.47,0.39,0.04,0,1,2,2,0.8317466557769819
0.47,0.39,0.06,0,1,2,2,0.13130980797285474
0.47,0.39,0.07,0,1,2,2,0.8755944532103683
0.47,0.39,0.1,0,1,2,2,0.3298441642839123
0.47,0.4,0.1,0,1,2,2,0.4595805030310629
0.47,0.41,0.02,0,1,2,2,0.5472914287072683
0.47,0.41,0.04,0,1,2,2,0.4633313782651811
0.48,0.24,0.44,0,1,2,2,0.964738923065326
0.48,0.25,0.4,0,1,2,2,0.9634432335517715
0.48,0.25,0.41,0,1,2,2,0.7823126367320299
0.48,0.25,0.42,0,1,2,2,0.89904871178544
0.48,0.25,0.43,0,1,2,2,0.8610410248562061
0.48,0.25,0.44,0,1,2,2,0.47215637735229166
0.48,0.25,0.45,0,1,2,2,0.03905648503760517
0.48,0.25,0.46,0,1,2,2,0.8147783855111186
0.48,0.25,0.48,0,1,2,2,0.8160967761489246
0.48,0.25,0.49,0,1,2,2,0.8612004592074385
0.48,0.26,0.37,0,1,2,2,0.8897516595974082
0.48,0.26,0.39,0,1,2,2,0.7721672531069999
0.48,0.26,0.4,0,1,2,2,0.5325176419247555
0.48,0.26,0.41,0,1,2,2,0.2850775805540735
0.48,0.26,0.42,0,1,2,2,0.23775886444705918
0.48,0.26,0.43,0,1,2,2,0.20398286767954232
0.48,0.26,0.44,0,1,2,2,0.01605193673273675
0.48,0.26,0.47,0,1,2,2,0.27082675791425004
0.48,0.26,0.48,0,1,2,2,0.05089513762919751
0.48,0.26,0.49,0,1,2,2,0.2175246287357595
0.48,0.26,0.5,0,1,2,2,0.07428114934749885
0.48,0.27,0.33,0,1,2,2,0.9842031089873018
0.48,0.27,0.37,0,1,2,2,0.4309291187190638
0.48,0.27,0.38,0,1,2,2,0.6223382844518426
0.48,0.27,0.4,0,1,2,2,0.4972403455059009
0.48,0.27,0.41,0,1,2,2,0.9472061922332102
0.48,0.28,0.31,0,1,2,2,0.8835321163982712
0.48,0.28,0.34,0,1,2,2,0.11557390084891495
0.48,0.28,0.37,0,1,2,2,0.10987854109214368
0.48,0.28,0.4,0,1,2,2,0.8290299108619479
0.48,0.29,0.28,0,1,2,2,0.9909093394543333
0.48,0.29,0.31,0,1,2,2,0.21292356757263065
0.48,0.29,0.34,0,1,2,2,0.9091390107799668
0.48,0.29,0.4,0,1,2,2,0.3458596656203099
0.48,0.3,0.28,0,1,2,2,0.26995187165323387
0.48,0.31,0.2,0,1,2,2,0.9205478794858664
0.48,0.32,0.2,0,1,2,2,0.5096016866037445
0.48,0.32,0.3,0,1,2,2,0.554000810488958
0.48,0.32,0.36,0,1,2,2,0.31058367332245496
0.48,0.33,0.17,0,1,2,2,0.5531008440995322
0.48,0.33,0.18,0,1,2,2,0.4853574024943441
0.48,0.33,0.19,0,1,2,2,0.7108748441367823
0.48,0.33,0.2,0,1,2,2,0.901314225054449
0.48,0.33,0.33,0,1,2,2,0.3438562941386465
0.48,0.34,0.13,0,1,2,2,0.5510195410293619
0.48,0.34,0.14,0,1,2,2,0.9580267444256947
0.48,0.34,0.15,0,1,2,2,0.7850769411501801
0.48,0.34,0.16,0,1,2,2,0.5018232366594759
0.48,0.34,0.17,0,1,2,2,0.09173300721386113
0.48,0.34,0.18,0,1,2,2,0.5131518830960999
0.48,0.34,0.19,0,1,2,2,0.8593320806599536
0.48,0.34,0.22,0,1,2,2,0.3929047320475405
0.48,0.35,0.09,0,1,2,2,0.9093054389417148
0.48,0.35,0.1,0,1,2,2,0.8839092455802984
0.48,0.35,0.14,0,1,2,2,0.811509920393263
0.48,0.35,0.15,0,1,2,2,0.3881161187716202
0.48,0.35,0.16,0,1,2,2,0.2580828648768403
0.48,0.35,0.17,0,1,2,2,0.6979424564517416
0.48,0.35,0.21,0,1,2,2,0.7919793336898522
0.48,0.36,0.01,0,1,2,2,0.8736965209958782
0.48,0.36,0.03,0,1,2,2,0.9388542937585385
0.48,0.36,0.05,0,1,2,2,0.9855423607637164
0.48,0.36,0.09,0,1,2,2,0.32634714262070474
0.48,0.36,0.1,0,1,2,2,0.6456557679258594
0.48,0.36,0.11,0,1,2,2,0.545900744735107
0.48,0.36,0.15,0,1,2,2,0.15903666511655956
0.48,0.37,0.01,0,1,2,2,0.9367882414566964
0.48,0.37,0.03,0,1,2,2,0.26161870657668373
0.48,0.37,0.05,0,1,2,2,0.41299740621141723
0.48,0.37,0.08,0,1,2,2,0.8989276109811328
0.48,0.37,0.1,0,1,2,2,0.7260852309054826
0.48,0.37,0.11,0,1,2,2,0.38504727297181773
0.48,0.37,0.13,0,1,2,2,0.30899514033978903
0.48,0.37,0.18,0,1,2,2,0.9955637762368923
0.48,0.38,0.0,0,1,2,2,0.18349681909872118
0.48,0.38,0.02,0,1,2,2,0.6422335719576608
0.48,0.38,0.03,0,1,2,2,0.8182840425550069
0.48,0.38,0.05,0,1,2,2,0.8217543679245694
0.48,0.38,0.07,0,1,2,2,0.8051973182633816
0.48,0.38,0.08,0,1,2,2,0.009023950102360345
0.48,0.39,0.07,0,1,2,2,0.8959476042960972
0.48,0.39,0.08,0,1,2,2,0.6675254749383726
0.48,0.39,0.19,0,1,2,2,0.22914472943267583
0.48,0.4,0.0,0,1,2,2,0.9293280738467615
0.48,0.41,0.04,0,1,2,2,0.9112955972591124
0.49,0.23,0.47,0,1,2,2,0.9273761696089053
0.49,0.23,0.48,0,1,2,2,0.7807655924711696
0.49,0.24,0.43,0,1,2,2,0.9357423527164599
0.49,0.24,0.44,0,1,2,2,0.7755937443518093
0.49,0.24,0.45,0,1,2,2,0.6072598979057489
0.49,0.24,0.46,0,1,2,2,0.760238918178402
0.49,0.24,0.47,0,1,2,2,0.6657290075950897
0.49,0.24,0.48,0,1,2,2,0.1823667323353675
0.49,0.24,0.49,0,1,2,2,0.27332273904899296
0.49,0.24,0.5,0,1,2,2,0.5587666600603143
0.49,0.25,0.4,0,1,2,2,0.8731913376848297
0.49,0.25,0.43,0,1,2,2,0.4282477320803366
0.49,0.25,0.44,0,1,2,2,0.13072105728761585
0.49,0.25,0.45,0,1,2,2,0.5963650921433725
0.49,0.25,0.47,0,1,2,2,0.3005681077135449
0.49,0.25,0.48,0,1,2,2,0.5392333263923206
0.49,0.25,0.5,0,1,2,2,0.7830646961423611
0.49,0.26,0.37,0,1,2,2,0.5841716425074992
0.49,0.26,0.4,0,1,2,2,0.44110954132042934
0.49,0.26,0.41,0,1,2,2,0.0041836331091360535
