pFactor,iFactor,dFactor,delay,latency,iLength,dLength,median
0.25,0.35,0.38,0,1,2,2,0.9373560865556669
0.25,0.35,0.41,0,1,2,2,0.68445362087067
0.25,0.35,0.42,0,1,2,2,0.8944564755106654
0.25,0.36,0.31,0,1,2,2,0.9078350195048301
0.25,0.36,0.32,0,1,2,2,0.9620542811220787
0.25,0.36,0.33,0,1,2,2,0.6032402245734545
0.25,0.36,0.34,0,1,2,2,0.13468752363434078
0.25,0.36,0.35,0,1,2,2,0.0987843564883093
0.25,0.36,0.36,0,1,2,2,0.2623819108207641
0.25,0.36,0.37,0,1,2,2,0.9549919385008394
0.25,0.36,0.41,0,1,2,2,0.17867973749372368
0.25,0.36,0.44,0,1,2,2,0.8643005624632565
0.25,0.37,0.29,0,1,2,2,0.8858382725918972
0.25,0.37,0.3,0,1,2,2,0.7133122480777558
0.25,0.37,0.31,0,1,2,2,0.27189638547878303
0.25,0.37,0.32,0,1,2,2,0.19156321671320597
0.25,0.37,0.33,0,1,2,2,0.3933984674565352
0.25,0.38,0.29,0,1,2,2,0.10750309167883643
0.25,0.38,0.3,0,1,2,2,0.40785333067299234
0.25,0.38,0.31,0,1,2,2,0.8951039768431883
0.25,0.39,0.29,0,1,2,2,0.14536628811532637
0.25,0.42,0.33,0,1,2,2,0.6313563172023464
0.25,0.43,0.13,0,1,2,2,0.9931221151178704
0.25,0.44,0.13,0,1,2,2,0.7335852999250676
0.25,0.44,0.14,0,1,2,2,0.4314983509552519
0.25,0.44,0.15,0,1,2,2,0.07526060460983786
0.25,0.44,0.16,0,1,2,2,0.6303188329856937
0.25,0.45,0.12,0,1,2,2,0.9821919681573945
0.25,0.45,0.13,0,1,2,2,0.38494696469228984
0.25,0.45,0.14,0,1,2,2,0.46472725615299737
0.25,0.46,0.14,0,1,2,2,0.11330244492845054
0.25,0.47,0.12,0,1,2,2,0.37521070098513576
0.25,0.47,0.15,0,1,2,2,0.2705349894031315
0.25,0.48,0.02,0,1,2,2,0.3648721530927048
0.26,0.34,0.37,0,1,2,2,0.8717382451822999
0.26,0.34,0.38,0,1,2,2,0.9244867366990803
0.26,0.34,0.4,0,1,2,2,0.46893778101213
0.26,0.34,0.41,0,1,2,2,0.8867894283158932
0.26,0.34,0.42,0,1,2,2,0.9363891273591634
0.26,0.34,0.45,0,1,2,2,0.4848612428699539
0.26,0.35,0.33,0,1,2,2,0.9976707703297905
0.26,0.35,0.35,0,1,2,2,0.6530208683463741
0.26,0.35,0.36,0,1,2,2,0.67195736942233
0.26,0.35,0.37,0,1,2,2,0.2104191606012762
0.26,0.35,0.38,0,1,2,2,0.3785979167788156
0.26,0.35,0.39,0,1,2,2,0.6873928957846545
0.26,0.35,0.45,0,1,2,2,0.5140390128871104
0.26,0.36,0.32,0,1,2,2,0.8509529915843643
0.26,0.36,0.33,0,1,2,2,0.5329849820343213
0.26,0.36,0.34,0,1,2,2,0.3293453514576754
0.26,0.36,0.35,0,1,2,2,0.37903303756962714
0.26,0.36,0.36,0,1,2,2,0.4664493919666768
0.26,0.36,0.48,0,1,2,2,0.5156780945718822
0.26,0.37,0.31,0,1,2,2,0.9231728999389617
0.26,0.37,0.33,0,1,2,2,0.5382810349103124
0.26,0.38,0.33,0,1,2,2,0.6357025873151088
0.26,0.39,0.32,0,1,2,2,0.8085929815044324
0.26,0.39,0.33,0,1,2,2,0.6537889932795338
0.26,0.39,0.36,0,1,2,2,0.5319194044614193
0.26,0.42,0.16,0,1,2,2,0.9932689978845985
0.26,0.42,0.17,0,1,2,2,0.7995846520308305
0.26,0.43,0.16,0,1,2,2,0.8327211855130656
0.26,0.43,0.17,0,1,2,2,0.3850051223702735
0.26,0.43,0.18,0,1,2,2,0.0666822172512127
0.26,0.43,0.19,0,1,2,2,0.5312133727535411
0.26,0.44,0.16,0,1,2,2,0.6555187376430354
0.26,0.44,0.17,0,1,2,2,0.2822455028984052
0.26,0.44,0.18,0,1,2,2,0.24871770146657468
0.26,0.45,0.17,0,1,2,2,0.22185666514049274
0.26,0.46,0.0,0,1,2,2,0.605524185890502
0.26,0.46,0.01,0,1,2,2,0.355184306779762
0.26,0.46,0.02,0,1,2,2,0.19758882931353128
0.26,0.46,0.03,0,1,2,2,0.05883903058183648
0.26,0.46,0.04,0,1,2,2,0.7796275795853518
0.26,0.47,0.0,0,1,2,2,0.6989498493395416
0.26,0.47,0.01,0,1,2,2,0.9912231976884698
0.27,0.33,0.4,0,1,2,2,0.9775527544582587
0.27,0.33,0.41,0,1,2,2,0.6327027264660074
0.27,0.33,0.42,0,1,2,2,0.6086656171273432
0.27,0.33,0.44,0,1,2,2,0.07481019189397387
0.27,0.33,0.45,0,1,2,2,0.4046170121356454
0.27,0.33,0.46,0,1,2,2,0.8950529637743614
0.27,0.33,0.49,0,1,2,2,0.3123483720803222
0.27,0.34,0.37,0,1,2,2,0.8134211950710153
0.27,0.34,0.38,0,1,2,2,0.7306386443007824
0.27,0.34,0.39,0,1,2,2,0.3050824301787145
0.27,0.34,0.4,0,1,2,2,0.2505130704367957
0.27,0.34,0.41,0,1,2,2,0.17770316358976856
0.27,0.34,0.42,0,1,2,2,0.9362828451622676
0.27,0.34,0.46,0,1,2,2,0.1437372476353005
0.27,0.35,0.34,0,1,2,2,0.8353022126938754
0.27,0.35,0.35,0,1,2,2,0.800189687846995
0.27,0.35,0.36,0,1,2,2,0.5502113228432961
0.27,0.35,0.37,0,1,2,2,0.01562951849905403
0.27,0.35,0.38,0,1,2,2,0.22683023849859296
0.27,0.36,0.34,0,1,2,2,0.9103803821273289
0.27,0.36,0.35,0,1,2,2,0.7510461490782063
0.27,0.36,0.36,0,1,2,2,0.9301731405434168
0.27,0.37,0.35,0,1,2,2,0.6409036226009022
0.27,0.38,0.37,0,1,2,2,0.8550843652142248
0.27,0.39,0.39,0,1,2,2,0.8018553888029771
0.27,0.41,0.2,0,1,2,2,0.7932110583363681
0.27,0.41,0.21,0,1,2,2,0.5153126557622301
0.27,0.42,0.19,0,1,2,2,0.7478754464846986
0.27,0.42,0.2,0,1,2,2,0.4912825381975665
0.27,0.42,0.21,0,1,2,2,0.2508655958445303
0.27,0.42,0.22,0,1,2,2,0.594719645775541
0.27,0.43,0.19,0,1,2,2,0.9243832350976362
0.27,0.43,0.2,0,1,2,2,0.10966354071518936
0.27,0.44,0.03,0,1,2,2,0.9229482772080644
0.27,0.44,0.04,0,1,2,2,0.9270125351235521
0.27,0.44,0.05,0,1,2,2,0.8632995982273712
0.27,0.44,0.18,0,1,2,2,0.5647623139416851
0.27,0.44,0.21,0,1,2,2,0.07938400928519229
0.27,0.45,0.0,0,1,2,2,0.8666058454690244
0.27,0.45,0.01,0,1,2,2,0.6184076311606077
0.27,0.45,0.02,0,1,2,2,0.5303322408514646
0.27,0.45,0.03,0,1,2,2,0.2917199463974782
0.27,0.45,0.04,0,1,2,2,0.22903865394583534
0.27,0.45,0.05,0,1,2,2,0.05312001941122446
0.27,0.45,0.06,0,1,2,2,0.29840024162524514
0.27,0.45,0.07,0,1,2,2,0.6183534534155086
0.27,0.46,0.0,0,1,2,2,0.1968183238371779
0.27,0.46,0.01,0,1,2,2,0.32051204060793737
0.27,0.46,0.02,0,1,2,2,0.6661521191439306
0.28,0.32,0.42,0,1,2,2,0.9918748306073439
0.28,0.32,0.43,0,1,2,2,0.7448929525068024
0.28,0.32,0.44,0,1,2,2,0.6976750106699967
0.28,0.32,0.45,0,1,2,2,0.3911294326599659
0.28,0.32,0.46,0,1,2,2,0.16343320063734268
0.28,0.32,0.48,0,1,2,2,0.43431720791713246
0.28,0.32,0.49,0,1,2,2,0.45652492102692577
0.28,0.32,0.5,0,1,2,2,0.575120153944809
0.28,0.33,0.4,0,1,2,2,0.7888805386213562
0.28,0.33,0.41,0,1,2,2,0.6069283350660726
0.28,0.33,0.42,0,1,2,2,0.36131812073088554
0.28,0.33,0.43,0,1,2,2,0.17052803230015456
0.28,0.33,0.44,0,1,2,2,0.3625444681528336
0.28,0.33,0.45,0,1,2,2,0.9093351633384827
0.28,0.34,0.38,0,1,2,2,0.5431130624135108
0.28,0.34,0.39,0,1,2,2,0.44221370012851935
0.28,0.34,0.4,0,1,2,2,0.11243500385053551
0.28,0.34,0.41,0,1,2,2,0.6018318376547711
0.28,0.35,0.38,0,1,2,2,0.5622831363199907
0.28,0.35,0.4,0,1,2,2,0.01925533962234738
0.28,0.38,0.42,0,1,2,2,0.731624149435504
0.28,0.4,0.23,0,1,2,2,0.7825792593041143
0.28,0.4,0.24,0,1,2,2,0.5356688293964993
0.28,0.4,0.25,0,1,2,2,0.09553771503169628
0.28,0.41,0.22,0,1,2,2,0.8490163322379942
0.28,0.41,0.23,0,1,2,2,0.30373027481681447
0.28,0.41,0.24,0,1,2,2,0.11612418721028916
0.28,0.41,0.25,0,1,2,2,0.9254376539066698
0.28,0.42,0.23,0,1,2,2,0.6979029163189523
0.28,0.42,0.24,0,1,2,2,0.7847599124878712
0.28,0.43,0.05,0,1,2,2,0.9715041230527248
0.28,0.43,0.06,0,1,2,2,0.9735249794630079
0.28,0.43,0.07,0,1,2,2,0.7939129058215997
0.28,0.43,0.08,0,1,2,2,0.7200356811638216
0.28,0.43,0.09,0,1,2,2,0.618588637562425
0.28,0.43,0.22,0,1,2,2,0.5823616033749204
0.28,0.44,0.01,0,1,2,2,0.9549229380328654
0.28,0.44,0.02,0,1,2,2,0.6373712711000366
0.28,0.44,0.03,0,1,2,2,0.7187903240914721
0.28,0.44,0.04,0,1,2,2,0.6233061401309783
0.28,0.44,0.05,0,1,2,2,0.31826837689146714
0.28,0.44,0.06,0,1,2,2,0.17016874965342765
0.28,0.44,0.07,0,1,2,2,0.11929373383483721
0.28,0.44,0.08,0,1,2,2,0.32478969067156527
0.28,0.44,0.09,0,1,2,2,0.6048613157114175
0.28,0.44,0.1,0,1,2,2,0.9738943565468787
0.28,0.44,0.11,0,1,2,2,0.8536689781676898
0.28,0.45,0.0,0,1,2,2,0.30247195860511056
0.28,0.45,0.01,0,1,2,2,0.24666497335138615
0.28,0.45,0.02,0,1,2,2,0.08235749595861819
0.28,0.45,0.03,0,1,2,2,0.3032218572659815
0.28,0.45,0.04,0,1,2,2,0.7119299407619053
0.28,0.46,0.0,0,1,2,2,0.8296748254242914
0.29,0.31,0.46,0,1,2,2,0.7371282553682477
0.29,0.31,0.47,0,1,2,2,0.281263150545243
0.29,0.31,0.48,0,1,2,2,0.29785425494708306
0.29,0.31,0.49,0,1,2,2,0.011554202238613698
0.29,0.31,0.5,0,1,2,2,0.4548141257802172
0.29,0.32,0.42,0,1,2,2,0.8831928074761493
0.29,0.32,0.43,0,1,2,2,0.8342634687952284
0.29,0.32,0.44,0,1,2,2,0.4548356740869792
0.29,0.32,0.45,0,1,2,2,0.37737317234211787
0.29,0.32,0.46,0,1,2,2,0.16526261723191737
0.29,0.32,0.47,0,1,2,2,0.8214577844480289
0.29,0.33,0.42,0,1,2,2,0.13489199211092284
0.29,0.33,0.43,0,1,2,2,0.08165703444051076
0.29,0.33,0.44,0,1,2,2,0.5932103654812835
0.29,0.34,0.42,0,1,2,2,0.06812931927655086
0.29,0.38,0.27,0,1,2,2,0.8606683491057083
0.29,0.39,0.26,0,1,2,2,0.7735053467565649
0.29,0.39,0.27,0,1,2,2,0.4832848284722786
0.29,0.39,0.28,0,1,2,2,0.14767844749053438
0.29,0.39,0.29,0,1,2,2,0.5266295966580401
0.29,0.4,0.26,0,1,2,2,0.4605306368411277
0.29,0.4,0.27,0,1,2,2,0.3968916587735265
0.29,0.41,0.24,0,1,2,2,0.8598442445935746
0.29,0.41,0.27,0,1,2,2,0.04422172705535843
0.29,0.42,0.07,0,1,2,2,0.9408768340780682
0.29,0.42,0.08,0,1,2,2,0.9036212027721149
0.29,0.42,0.09,0,1,2,2,0.8195714590243597
0.29,0.42,0.1,0,1,2,2,0.7644446564359271
0.29,0.42,0.11,0,1,2,2,0.5486643575627994
0.29,0.42,0.12,0,1,2,2,0.4303622597517176
0.29,0.42,0.13,0,1,2,2,0.6620655065658525
0.29,0.42,0.25,0,1,2,2,0.6244327843149193
0.29,0.42,0.28,0,1,2,2,0.7631739900382968
0.29,0.43,0.01,0,1,2,2,0.9080203980565642
0.29,0.43,0.02,0,1,2,2,0.969285090255255
0.29,0.43,0.03,0,1,2,2,0.942389810221286
0.29,0.43,0.04,0,1,2,2,0.8179548035392372
0.29,0.43,0.05,0,1,2,2,0.7105491278952911
0.29,0.43,0.06,0,1,2,2,0.38065083057304605
0.29,0.43,0.07,0,1,2,2,0.4140400216420801
0.29,0.43,0.08,0,1,2,2,0.25125491547075285
0.29,0.43,0.09,0,1,2,2,0.08949463908814437
0.29,0.43,0.1,0,1,2,2,0.32732369850094756
0.29,0.43,0.11,0,1,2,2,0.604537834827056
0.29,0.43,0.12,0,1,2,2,0.9195846795289953
0.29,0.44,0.01,0,1,2,2,0.6345744001122853
0.29,0.44,0.02,0,1,2,2,0.5450246810521264
0.29,0.44,0.03,0,1,2,2,0.23432526872824155
0.29,0.44,0.04,0,1,2,2,0.10392311579619218
0.29,0.44,0.05,0,1,2,2,0.2557859046351325
0.29,0.44,0.06,0,1,2,2,0.5812804784264642
0.29,0.45,0.0,0,1,2,2,0.8939851421655334
0.29,0.45,0.01,0,1,2,2,0.7985826039744381
0.29,0.45,0.02,0,1,2,2,0.7838500592266655
0.29,0.46,0.0,0,1,2,2,0.7988034517413354
0.29,0.46,0.02,0,1,2,2,0.37907483635939343
0.29,0.47,0.01,0,1,2,2,0.9969568191020386
0.3,0.3,0.48,0,1,2,2,0.7701116520726146
0.3,0.3,0.49,0,1,2,2,0.8084571935348492
0.3,0.3,0.5,0,1,2,2,0.3806510737913129
0.3,0.31,0.46,0,1,2,2,0.5374124531422382
0.3,0.31,0.47,0,1,2,2,0.4867713851818394
0.3,0.31,0.48,0,1,2,2,0.0008635870288458136
0.3,0.31,0.49,0,1,2,2,0.21537722859974906
0.3,0.31,0.5,0,1,2,2,0.9172559288773385
0.3,0.32,0.44,0,1,2,2,0.9202860691924997
0.3,0.32,0.46,0,1,2,2,0.31766934155643867
0.3,0.32,0.47,0,1,2,2,0.8521594313227752
0.3,0.33,0.44,0,1,2,2,0.9433319704229746
0.3,0.33,0.46,0,1,2,2,0.7262289890427667
0.3,0.34,0.46,0,1,2,2,0.0005578227538052261
0.3,0.37,0.3,0,1,2,2,0.8321679365928958
0.3,0.37,0.31,0,1,2,2,0.7302017827848886
0.3,0.38,0.29,0,1,2,2,0.8651962676046452
0.3,0.38,0.3,0,1,2,2,0.35577188012725003
0.3,0.38,0.31,0,1,2,2,0.006343387751030605
0.3,0.38,0.32,0,1,2,2,0.42956548214174006
0.3,0.39,0.29,0,1,2,2,0.7294925103543193
0.3,0.39,0.3,0,1,2,2,0.1672552271535892
0.3,0.39,0.31,0,1,2,2,0.2037243566822724
0.3,0.4,0.15,0,1,2,2,0.9793858098003057
0.3,0.4,0.28,0,1,2,2,0.10459912709774244
0.3,0.4,0.3,0,1,2,2,0.07277874804040607
0.3,0.41,0.08,0,1,2,2,0.9285043712981178
0.3,0.41,0.1,0,1,2,2,0.9810614966512645
0.3,0.41,0.11,0,1,2,2,0.7571910189164157
0.3,0.41,0.12,0,1,2,2,0.6900004640700104
0.3,0.41,0.13,0,1,2,2,0.44634413340142487
0.3,0.41,0.14,0,1,2,2,0.35028362743504715
0.3,0.41,0.15,0,1,2,2,0.2140982537443108
0.3,0.41,0.16,0,1,2,2,0.03208359872485289
0.3,0.41,0.29,0,1,2,2,0.9240389013463641
0.3,0.42,0.04,0,1,2,2,0.9547433149882778
0.3,0.42,0.05,0,1,2,2,0.7658125426426636
0.3,0.42,0.06,0,1,2,2,0.7278743169602393
0.3,0.42,0.07,0,1,2,2,0.7374473349229618
0.3,0.42,0.08,0,1,2,2,0.5645637842256122
0.3,0.42,0.09,0,1,2,2,0.40767582976994277
0.3,0.42,0.1,0,1,2,2,0.04166474611884041
0.3,0.42,0.11,0,1,2,2,0.11235202972761726
0.3,0.42,0.12,0,1,2,2,0.2873375553341049
0.3,0.42,0.13,0,1,2,2,0.6437960674070098
0.3,0.42,0.14,0,1,2,2,0.940819178092795
0.3,0.42,0.19,0,1,2,2,0.4481519442539508
0.3,0.43,0.04,0,1,2,2,0.8299654097458244
0.3,0.43,0.05,0,1,2,2,0.20844548036214405
0.3,0.43,0.06,0,1,2,2,0.13486233553577165
0.3,0.43,0.07,0,1,2,2,0.2556500594344868
0.3,0.43,0.08,0,1,2,2,0.6547978174180002
0.3,0.43,0.09,0,1,2,2,0.9798425552780827
0.3,0.44,0.0,0,1,2,2,0.9142980893169721
0.3,0.44,0.02,0,1,2,2,0.8224495489227763
0.3,0.44,0.03,0,1,2,2,0.5005843876707701
0.3,0.44,0.04,0,1,2,2,0.5707926650111261
0.3,0.44,0.05,0,1,2,2,0.01687227559131088
0.3,0.45,0.0,0,1,2,2,0.8436687339372213
0.3,0.45,0.02,0,1,2,2,0.5665469980963849
0.3,0.45,0.05,0,1,2,2,0.5317750409384843
0.3,0.45,0.06,0,1,2,2,0.7833393295992437
0.31,0.29,0.5,0,1,2,2,0.7987301927733768
0.31,0.3,0.48,0,1,2,2,0.9040124179348226
0.31,0.3,0.49,0,1,2,2,0.7198403471140011
0.31,0.3,0.5,0,1,2,2,0.13992472195268135
0.31,0.31,0.48,0,1,2,2,0.5742146344455819
0.31,0.32,0.48,0,1,2,2,0.4776833391753712
0.31,0.36,0.33,0,1,2,2,0.8249813961573551
0.31,0.36,0.34,0,1,2,2,0.561617785073409
0.31,0.37,0.32,0,1,2,2,0.7919125523506807
0.31,0.37,0.33,0,1,2,2,0.5389522106940774
0.31,0.37,0.34,0,1,2,2,0.16857524122623602
0.31,0.37,0.35,0,1,2,2,0.49007260735211844
0.31,0.38,0.32,0,1,2,2,0.7032094006050045
0.31,0.38,0.33,0,1,2,2,0.22388285477870795
0.31,0.39,0.17,0,1,2,2,0.9144476356857183
0.31,0.39,0.18,0,1,2,2,0.8586161899542759
0.31,0.39,0.31,0,1,2,2,0.7397505676279224
0.31,0.4,0.12,0,1,2,2,0.762392622636753
0.31,0.4,0.13,0,1,2,2,0.8463455372724411
0.31,0.4,0.14,0,1,2,2,0.7723826195069847
0.31,0.4,0.15,0,1,2,2,0.5049117598447879
0.31,0.4,0.16,0,1,2,2,0.3916478508286616
0.31,0.4,0.17,0,1,2,2,0.12964597877930828
0.31,0.4,0.18,0,1,2,2,0.025294458183680035
0.31,0.4,0.19,0,1,2,2,0.23453308061678513
0.31,0.4,0.2,0,1,2,2,0.503875252916643
0.31,0.41,0.07,0,1,2,2,0.9602502398129502
0.31,0.41,0.08,0,1,2,2,0.9257669090364686
0.31,0.41,0.09,0,1,2,2,0.7168798952149587
0.31,0.41,0.1,0,1,2,2,0.47150447526317407
0.31,0.41,0.11,0,1,2,2,0.4412327929017579
0.31,0.41,0.12,0,1,2,2,0.20022655281185564
0.31,0.41,0.13,0,1,2,2,0.022682979400912018
0.31,0.41,0.14,0,1,2,2,0.2863418758230978
0.31,0.41,0.15,0,1,2,2,0.6566250899448107
0.31,0.42,0.05,0,1,2,2,0.8845628073876384
0.31,0.42,0.08,0,1,2,2,0.13228380998130262
0.31,0.42,0.09,0,1,2,2,0.26741305809551363
0.31,0.42,0.1,0,1,2,2,0.6727488819631162
0.31,0.42,0.11,0,1,2,2,0.9410621309206988
0.31,0.43,0.02,0,1,2,2,0.6590003642570537
0.31,0.43,0.04,0,1,2,2,0.3513081641479232
0.31,0.43,0.06,0,1,2,2,0.10564496751031527
0.31,0.43,0.08,0,1,2,2,0.361235205155225
0.31,0.44,0.1,0,1,2,2,0.7286853395155788
0.31,0.45,0.1,0,1,2,2,0.012100288548182903
0.32,0.35,0.36,0,1,2,2,0.8057976340466553
0.32,0.35,0.37,0,1,2,2,0.5396160028465715
0.32,0.35,0.38,0,1,2,2,0.16137111362021983
0.32,0.36,0.35,0,1,2,2,0.8933973623153406
0.32,0.36,0.36,0,1,2,2,0.3739885361559345
0.32,0.36,0.37,0,1,2,2,0.04623540662640835
0.32,0.37,0.36,0,1,2,2,0.2663806838614846
0.32,0.37,0.37,0,1,2,2,0.6182579170256588
0.32,0.38,0.19,0,1,2,2,0.8159435238165997
0.32,0.38,0.2,0,1,2,2,0.7752820113276329
0.32,0.38,0.21,0,1,2,2,0.7117589009039023
0.32,0.38,0.22,0,1,2,2,0.6232231462932134
0.32,0.38,0.35,0,1,2,2,0.32889476515552474
0.32,0.39,0.11,0,1,2,2,0.9926826194045617
0.32,0.39,0.14,0,1,2,2,0.9582086303175572
0.32,0.39,0.15,0,1,2,2,0.8350012439531866
0.32,0.39,0.16,0,1,2,2,0.5407517428344306
0.32,0.39,0.17,0,1,2,2,0.4761520207100034
0.32,0.39,0.18,0,1,2,2,0.4342544682496339
0.32,0.39,0.19,0,1,2,2,0.22751863187269805
0.32,0.39,0.2,0,1,2,2,0.020912277346923247
0.32,0.39,0.21,0,1,2,2,0.2603795107959286
0.32,0.39,0.22,0,1,2,2,0.5152964648197269
0.32,0.39,0.23,0,1,2,2,0.8236453771210961
0.32,0.39,0.36,0,1,2,2,0.695899085319013
0.32,0.4,0.11,0,1,2,2,0.7251688731763153
0.32,0.4,0.12,0,1,2,2,0.6930427282382965
0.32,0.4,0.13,0,1,2,2,0.4213680373778743
0.32,0.4,0.14,0,1,2,2,0.12033729908041835
0.32,0.4,0.15,0,1,2,2,0.016796242196505773
0.32,0.4,0.16,0,1,2,2,0.3346458008517743
0.32,0.4,0.17,0,1,2,2,0.6263512532603102
0.32,0.41,0.09,0,1,2,2,0.727069167169347
0.32,0.41,0.1,0,1,2,2,0.9519324461987821
0.32,0.41,0.11,0,1,2,2,0.7773121303158348
0.32,0.41,0.12,0,1,2,2,0.4490911846551455
0.32,0.41,0.13,0,1,2,2,0.9243499032779994
0.32,0.42,0.06,0,1,2,2,0.5824321162610886
0.32,0.42,0.08,0,1,2,2,0.4568642396333047
0.32,0.42,0.1,0,1,2,2,0.3082780921496351
0.32,0.42,0.11,0,1,2,2,0.7306083034368385
0.32,0.42,0.12,0,1,2,2,0.17070740843541898
0.32,0.43,0.07,0,1,2,2,0.49888811236014874
0.32,0.43,0.09,0,1,2,2,0.8601439152260895
0.32,0.43,0.39,0,1,2,2,0.8365446928380607
0.32,0.44,0.09,0,1,2,2,0.12376911756402365
0.33,0.33,0.4,0,1,2,2,0.8881535807108207
0.33,0.34,0.39,0,1,2,2,0.8101489894920917
0.33,0.34,0.4,0,1,2,2,0.4757764452043034
0.33,0.34,0.41,0,1,2,2,0.10042404780065795
0.33,0.34,0.42,0,1,2,2,0.4342452025023249
0.33,0.35,0.38,0,1,2,2,0.9848978528973333
0.33,0.35,0.39,0,1,2,2,0.5322704104117975
0.33,0.35,0.4,0,1,2,2,0.29109503799406866
0.33,0.36,0.37,0,1,2,2,0.9690312270646899
0.33,0.36,0.4,0,1,2,2,0.12222659823511606
0.33,0.37,0.21,0,1,2,2,0.876888440028182
0.33,0.37,0.22,0,1,2,2,0.825878064456461
0.33,0.37,0.23,0,1,2,2,0.6100021767399539
0.33,0.37,0.24,0,1,2,2,0.5385097965070429
0.33,0.37,0.25,0,1,2,2,0.43666450890407305
0.33,0.37,0.26,0,1,2,2,0.3314845438487737
0.33,0.37,0.38,0,1,2,2,0.8952074001679193
0.33,0.38,0.15,0,1,2,2,0.9226926137480973
0.33,0.38,0.16,0,1,2,2,0.8409979534751528
0.33,0.38,0.17,0,1,2,2,0.8575980242951573
0.33,0.38,0.18,0,1,2,2,0.6838944330423544
0.33,0.38,0.19,0,1,2,2,0.579155489828139
0.33,0.38,0.2,0,1,2,2,0.3785912284964752
0.33,0.38,0.21,0,1,2,2,0.12949372552145633
0.33,0.38,0.22,0,1,2,2,0.04228871478916574
0.33,0.38,0.23,0,1,2,2,0.28271753032325364
0.33,0.38,0.24,0,1,2,2,0.6107733894057503
0.33,0.39,0.14,0,1,2,2,0.7765246208221299
0.33,0.39,0.15,0,1,2,2,0.3901323023405183
0.33,0.39,0.16,0,1,2,2,0.3180583583339569
0.33,0.39,0.17,0,1,2,2,0.0030398114954408584
0.33,0.39,0.18,0,1,2,2,0.35593180150735293
0.33,0.39,0.19,0,1,2,2,0.584654283246806
0.33,0.39,0.2,0,1,2,2,0.9922743437226984
0.33,0.39,0.3,0,1,2,2,0.8141613725526753
0.33,0.4,0.1,0,1,2,2,0.9650537956310927
0.33,0.4,0.12,0,1,2,2,0.7027967174852137
0.33,0.4,0.13,0,1,2,2,0.8225061255439101
0.33,0.4,0.14,0,1,2,2,0.8073595557866042
0.33,0.4,0.15,0,1,2,2,0.22267342329037376
0.33,0.41,0.14,0,1,2,2,0.7379292315137889
0.33,0.41,0.15,0,1,2,2,0.22813578371903986
0.33,0.41,0.16,0,1,2,2,0.14296600257279124
0.33,0.42,0.16,0,1,2,2,0.17683609929051158
0.33,0.48,0.0,0,1,2,2,0.17939019006306012
0.34,0.32,0.43,0,1,2,2,0.8712394422634304
0.34,0.32,0.44,0,1,2,2,0.6223719177172029
0.34,0.33,0.42,0,1,2,2,0.7892554745867244
0.34,0.33,0.43,0,1,2,2,0.41023675115997094
0.34,0.33,0.44,0,1,2,2,0.08384592356188136
0.34,0.33,0.45,0,1,2,2,0.33765193447550246
0.34,0.34,0.42,0,1,2,2,0.7042954610381287
0.34,0.34,0.43,0,1,2,2,0.058574132224151754
0.34,0.35,0.28,0,1,2,2,0.975514889075356
0.34,0.35,0.41,0,1,2,2,0.26984139016596487
0.34,0.35,0.43,0,1,2,2,0.003268109579394718
0.34,0.35,0.44,0,1,2,2,0.8515530929499562
0.34,0.36,0.22,0,1,2,2,0.8725214435885391
0.34,0.36,0.23,0,1,2,2,0.8520718337378952
0.34,0.36,0.24,0,1,2,2,0.8988231982222885
0.34,0.36,0.25,0,1,2,2,0.7441893858592579
0.34,0.36,0.26,0,1,2,2,0.6472381348853844
0.34,0.36,0.27,0,1,2,2,0.5130610435958545
0.34,0.36,0.28,0,1,2,2,0.22572456771376892
0.34,0.36,0.29,0,1,2,2,0.08433872742182302
0.34,0.36,0.3,0,1,2,2,0.15533819747170696
0.34,0.36,0.42,0,1,2,2,0.5530556518307606
0.34,0.37,0.19,0,1,2,2,0.8356670438244436
0.34,0.37,0.2,0,1,2,2,0.6192952732294543
0.34,0.37,0.21,0,1,2,2,0.6074357697451944
0.34,0.37,0.22,0,1,2,2,0.3521919573101684
0.34,0.37,0.23,0,1,2,2,0.21580284835479802
0.34,0.37,0.24,0,1,2,2,0.021903668936133158
0.34,0.37,0.25,0,1,2,2,0.24870045462679968
0.34,0.37,0.26,0,1,2,2,0.6097535614228491
0.34,0.37,0.27,0,1,2,2,0.9864839341363449
0.34,0.38,0.18,0,1,2,2,0.33445632167081385
0.34,0.38,0.19,0,1,2,2,0.021704691795093822
0.34,0.38,0.2,0,1,2,2,0.39083031560971904
0.34,0.38,0.21,0,1,2,2,0.5816567507662427
0.34,0.38,0.22,0,1,2,2,0.962417566947849
0.34,0.39,0.12,0,1,2,2,0.7038329784797099
0.34,0.39,0.14,0,1,2,2,0.6058917706695865
0.34,0.39,0.16,0,1,2,2,0.38919907826179667
0.34,0.39,0.17,0,1,2,2,0.8745342883182019
0.34,0.39,0.18,0,1,2,2,0.7379813749371635
0.34,0.4,0.13,0,1,2,2,0.9168903368328643
0.34,0.4,0.15,0,1,2,2,0.8969623481918632
0.34,0.4,0.17,0,1,2,2,0.26530714941245037
0.34,0.41,0.17,0,1,2,2,0.12770217004893425
0.34,0.42,0.21,0,1,2,2,0.6571519533573138
0.34,0.43,0.0,0,1,2,2,0.8011559067642224
0.34,0.43,0.01,0,1,2,2,0.7473312166145547
